seconds,gps_longitude,gps_latitude,gps_speed,gps_altitude,gps_bearing,gps_time,Timestamp
869.291427429,31.30085791,30.07340359,7.0,57.0,241.39999389648438,1511359765000.0,2017-11-22 11:09:49.200427000
869.606999043,31.30085791,30.07340359,7.0,57.0,241.39999389648438,1511359765000.0,2017-11-22 11:09:49.515999000
869.926963835,31.30085791,30.07340359,7.0,57.0,241.39999389648438,1511359765000.0,2017-11-22 11:09:49.835964000
870.237039876,31.30085791,30.07340359,7.0,57.0,241.39999389648438,1511359765000.0,2017-11-22 11:09:50.146040000
870.508069668,31.30085791,30.07340359,7.0,57.0,241.39999389648438,1511359765000.0,2017-11-22 11:09:50.417070000
870.828591959,31.30085791,30.07340359,7.0,57.0,241.39999389648438,1511359765000.0,2017-11-22 11:09:50.737592000
871.114967688,31.30085791,30.07340359,7.0,57.0,241.39999389648438,1511359765000.0,2017-11-22 11:09:51.023968000
871.407856595,31.30085791,30.07340359,7.0,57.0,241.39999389648438,1511359765000.0,2017-11-22 11:09:51.316857000
871.709606438,31.30085791,30.07340359,7.0,57.0,241.39999389648438,1511359765000.0,2017-11-22 11:09:51.618606000
872.012287479,31.30085791,30.07340359,7.0,57.0,241.39999389648438,1511359765000.0,2017-11-22 11:09:51.921287000
872.281802844,31.30085791,30.07340359,7.0,57.0,241.39999389648438,1511359765000.0,2017-11-22 11:09:52.190803000
872.597713,31.30085791,30.07340359,7.0,57.0,241.39999389648438,1511359765000.0,2017-11-22 11:09:52.506713000
872.867627636,31.30085791,30.07340359,7.0,57.0,241.39999389648438,1511359765000.0,2017-11-22 11:09:52.776628000
873.147380708,31.30085791,30.07340359,7.0,57.0,241.39999389648438,1511359765000.0,2017-11-22 11:09:53.056381000
873.465986437,31.30085791,30.07340359,7.0,57.0,241.39999389648438,1511359765000.0,2017-11-22 11:09:53.374986000
