,new_gps_latitude,new_gps_longitude
0,30.07424625686869,31.30319922564341
1,30.07424625686869,31.30319922564341
2,30.07424625686869,31.30319922564341
3,30.07420388706449,31.303068770050817
4,30.07420388706449,31.303068770050817
5,30.07420388706449,31.303068770050817
6,30.07420388706449,31.303068770050817
7,30.07417689967966,31.30298567681685
8,30.07417689967966,31.30298567681685
9,30.07417689967966,31.30298567681685
10,30.074175505855315,31.30298138528504
11,30.074175505855315,31.30298138528504
12,30.074175505855315,31.30298138528504
13,30.074159294777434,31.302931472036775
14,30.074159294777434,31.302931472036775
15,30.074159294777434,31.302931472036775
16,30.074159294777434,31.302931472036775
17,30.074113203425494,31.302789559048797
18,30.074113203425494,31.302789559048797
19,30.074113203425494,31.302789559048797
20,30.074200221631315,31.302563362318676
21,30.074200221631315,31.302563362318676
22,30.074200221631315,31.302563362318676
23,30.074130715917658,31.302360272892578
24,30.074130715917658,31.302360272892578
25,30.074130715917658,31.302360272892578
26,30.07407236938623,31.302189790514955
27,30.07407236938623,31.302189790514955
28,30.07407236938623,31.302189790514955
29,30.07407236938623,31.302189790514955
30,30.07404800618039,31.302118604060787
31,30.07404800618039,31.302118604060787
32,30.07404800618039,31.302118604060787
33,30.0740235,31.302046999999995
34,30.0740235,31.302046999999995
35,30.074018004811744,31.30203292884412
36,30.074018004811744,31.30203292884412
37,30.074018004811744,31.30203292884412
38,30.07399052086614,31.301962552649567
39,30.07399052086614,31.301962552649567
40,30.07399052086614,31.301962552649567
41,30.07399052086614,31.301962552649567
42,30.07395768439568,31.30187847080052
43,30.07395768439568,31.30187847080052
44,30.07395768439568,31.30187847080052
45,30.073946799999995,31.301850599999998
46,30.073932156199827,31.301805479554805
47,30.073932156199827,31.301805479554805
48,30.073932156199827,31.301805479554805
49,30.073923399999995,31.301778499999998
50,30.073897079182412,31.30171280182687
51,30.073897079182412,31.30171280182687
52,30.073897079182412,31.30171280182687
53,30.073897079182412,31.30171280182687
54,30.073865417277144,31.301633772166625
55,30.073865417277144,31.301633772166625
56,30.073865417277144,31.301633772166625
57,30.073860100000005,31.301620500000002
58,30.073860100000005,31.301620500000002
59,30.073844998400055,31.301578406427165
60,30.073844998400055,31.301578406427165
61,30.073844998400055,31.301578406427165
62,30.073844998400055,31.301578406427165
63,30.073835888965235,31.30155301519097
64,30.073835888965235,31.30155301519097
65,30.073835888965235,31.30155301519097
66,30.073826932441584,31.30152805019041
67,30.073826932441584,31.30152805019041
68,30.073826932441584,31.30152805019041
69,30.073826932441584,31.30152805019041
70,30.073825299999996,31.3015235
71,30.073825299999996,31.3015235
72,30.07381966469316,31.301506454813087
73,30.07381966469316,31.301506454813087
74,30.07381966469316,31.301506454813087
75,30.073812327837743,31.301484262942655
76,30.073812327837743,31.301484262942655
77,30.073812327837743,31.301484262942655
78,30.07379546161322,31.301433247535787
79,30.07379546161322,31.301433247535787
80,30.07379546161322,31.301433247535787
81,30.073782300978053,31.301393440508704
82,30.073782300978053,31.301393440508704
83,30.073782300978053,31.301393440508704
84,30.073782300978053,31.301393440508704
85,30.07377677071902,31.30137671312555
86,30.07377677071902,31.30137671312555
87,30.07377677071902,31.30137671312555
88,30.07366196719249,31.301409331600304
89,30.07366196719249,31.301409331600304
90,30.07366196719249,31.301409331600304
91,30.07365828680076,31.30139861027333
92,30.07365828680076,31.30139861027333
93,30.07365828680076,31.30139861027333
94,30.07365828680076,31.30139861027333
95,30.073653369358063,31.30138428530582
96,30.073653369358063,31.30138428530582
97,30.073653369358063,31.30138428530582
98,30.07365061216602,31.301376253351812
99,30.07365061216602,31.301376253351812
100,30.07365061216602,31.301376253351812
101,30.07365061216602,31.301376253351812
102,30.07364651132231,31.301364307220346
103,30.07364651132231,31.301364307220346
104,30.07364651132231,31.301364307220346
105,30.073639520931994,31.301343943585856
106,30.073639520931994,31.301343943585856
107,30.073639520931994,31.301343943585856
108,30.07362863312535,31.301312226451692
109,30.07362863312535,31.301312226451692
110,30.07362863312535,31.301312226451692
111,30.073615420580083,31.301273737189508
112,30.073615420580083,31.301273737189508
113,30.073615420580083,31.301273737189508
114,30.073615420580083,31.301273737189508
115,30.07360137711292,31.301232827428596
116,30.07360137711292,31.301232827428596
117,30.07360137711292,31.301232827428596
118,30.073587044904258,31.301191076590246
119,30.073587044904258,31.301191076590246
120,30.073587044904258,31.301191076590246
121,30.073569559406902,31.301140140045177
122,30.073569559406902,31.301140140045177
123,30.073569559406902,31.301140140045177
124,30.073569559406902,31.301140140045177
125,30.073547696914062,31.30107645309484
126,30.073547696914062,31.30107645309484
127,30.073547696914062,31.30107645309484
128,30.073529539894274,31.30102356053254
129,30.073529539894274,31.30102356053254
130,30.073529539894274,31.30102356053254
131,30.073513934983406,31.300978102491925
132,30.073513934983406,31.300978102491925
133,30.073513934983406,31.300978102491925
134,30.073513934983406,31.300978102491925
135,30.073488277798585,31.300903361704965
136,30.073488277798585,31.300903361704965
137,30.073488277798585,31.300903361704965
138,30.073463282016956,31.30083054777755
139,30.073463282016956,31.30083054777755
140,30.073463282016956,31.30083054777755
141,30.073463282016956,31.30083054777755
142,30.073463282016956,31.30083054777755
143,30.073463282016956,31.30083054777755
144,30.073463282016956,31.30083054777755
145,30.073463282016956,31.30083054777755
146,30.073463282016956,31.30083054777755
147,30.073463282016956,31.30083054777755
148,30.073463282016956,31.30083054777755
149,30.073463282016956,31.30083054777755
150,30.073463282016956,31.30083054777755
151,30.073463282016956,31.30083054777755
152,30.073463282016956,31.30083054777755
153,30.073463282016956,31.30083054777755
154,30.073463282016956,31.30083054777755
155,30.073463282016956,31.30083054777755
156,30.073463282016956,31.30083054777755
157,30.073463282016956,31.30083054777755
158,30.073463282016956,31.30083054777755
159,30.073463282016956,31.30083054777755
160,30.073463282016956,31.30083054777755
161,30.073463282016956,31.30083054777755
162,30.073463282016956,31.30083054777755
163,30.073463282016956,31.30083054777755
164,30.073463282016956,31.30083054777755
165,30.073463282016956,31.30083054777755
166,30.073463282016956,31.30083054777755
167,30.073463282016956,31.30083054777755
168,30.073463282016956,31.30083054777755
169,30.073463282016956,31.30083054777755
170,30.073463282016956,31.30083054777755
171,30.073463282016956,31.30083054777755
172,30.073463282016956,31.30083054777755
173,30.073463282016956,31.30083054777755
174,30.073463282016956,31.30083054777755
175,30.073463282016956,31.30083054777755
176,30.073463282016956,31.30083054777755
177,30.073463282016956,31.30083054777755
178,30.073463282016956,31.30083054777755
179,30.073463282016956,31.30083054777755
180,30.073463282016956,31.30083054777755
181,30.073463282016956,31.30083054777755
182,30.073463282016956,31.30083054777755
183,30.073463282016956,31.30083054777755
184,30.073463282016956,31.30083054777755
185,30.073463282016956,31.30083054777755
186,30.073463282016956,31.30083054777755
187,30.073463282016956,31.30083054777755
188,30.073463282016956,31.30083054777755
189,30.073463282016956,31.30083054777755
190,30.073463282016956,31.30083054777755
191,30.073463282016956,31.30083054777755
192,30.073463282016956,31.30083054777755
193,30.073463282016956,31.30083054777755
194,30.073463282016956,31.30083054777755
195,30.073463282016956,31.30083054777755
196,30.073463282016956,31.30083054777755
197,30.073463282016956,31.30083054777755
198,30.073463282016956,31.30083054777755
199,30.073463282016956,31.30083054777755
200,30.073463282016956,31.30083054777755
201,30.073463282016956,31.30083054777755
202,30.073463282016956,31.30083054777755
203,30.073463282016956,31.30083054777755
204,30.073463282016956,31.30083054777755
205,30.073463282016956,31.30083054777755
206,30.073463282016956,31.30083054777755
207,30.073463282016956,31.30083054777755
208,30.073463282016956,31.30083054777755
209,30.073463282016956,31.30083054777755
210,30.073463282016956,31.30083054777755
211,30.073463282016956,31.30083054777755
212,30.073463282016956,31.30083054777755
213,30.073463282016956,31.30083054777755
214,30.073463282016956,31.30083054777755
215,30.073463282016956,31.30083054777755
216,30.073463282016956,31.30083054777755
217,30.073463282016956,31.30083054777755
218,30.073463282016956,31.30083054777755
219,30.073463282016956,31.30083054777755
220,30.073463282016956,31.30083054777755
221,30.073463282016956,31.30083054777755
222,30.073463282016956,31.30083054777755
223,30.073463282016956,31.30083054777755
224,30.073463282016956,31.30083054777755
225,30.073463282016956,31.30083054777755
226,30.073463282016956,31.30083054777755
227,30.073463282016956,31.30083054777755
228,30.073463282016956,31.30083054777755
229,30.073463282016956,31.30083054777755
230,30.073463282016956,31.30083054777755
231,30.073463282016956,31.30083054777755
232,30.073463282016956,31.30083054777755
233,30.073463282016956,31.30083054777755
